content,summary
"{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。""
}
``和教育启蒙有什么联系？","{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。"
"周易的{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。""
}
``讲述了什么？","{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。"
"{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。""
}
``是怎样的一个卦象？","{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。"
"{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。""
}
``在周易中怎样表达教育的概念？","{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。"
"{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。""
}
``的基本意义是什么？","{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。"
"周易中{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。""
}
``的解释是什么？","{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。"
"{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。""
}
``在周易中代表了哪些方面？","{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。"
"{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。""
}
``涉及哪些哲学思想？","{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。"
"周易中{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。""
}
``的象征意义是什么？","{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。"
"{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。""
}
``的主要讲述内容是什么？","{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。"
"周易{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。""
}
``的核心思想是什么？","{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。"
"{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。""
}
``和启蒙教育之间有何联系？","{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。"
"在周易中，{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。""
}
``象征着什么？","{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。"
"请描述{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。""
}
``的含义。","{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。"
"{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。""
}
``在周易哲学中扮演什么角色？","{
  ""content"": ""比卦"",
  ""summary"": ""比卦是一个吉利的卦象。它由坤卦（地）叠加在坎卦（水）之上构成，坤代表地，坎代表水。这一卦象象征着相亲相依，长期如此，将不会有灾祸，因此是一个吉祥的卦象。然而，有难的是迟迟不来的邦国。根据《象辞》，比卦由下坤上坎组成，坤为地，坎为水，地上有水，这是比卦的卦象。先王观此卦象，取法于水附大地，地纳江河之象，封建万国，亲近诸侯。根据《断易天机》的解释，比卦坎上坤下，为坤宫归魂卦，比为相亲相依附之意，长期如此，就会无咎，所以吉祥。北宋易学家邵雍解释道，水行地上，亲比欢乐；人情亲顺，百事无忧。得此卦者，可获朋友之助，众人之力，谋事有成，荣显之极。台湾国学大儒傅佩荣解释为时运众人相贺，荣显之极；财运善人相扶，大发利市；家宅百年好合；身体心腹水肿，宜早求治。"
"""坤卦代表什么？","""坤卦""
summary: ""坤卦，是《周易》八卦之一，由两个坤卦相叠而成。它象征大地，代表顺从和包容。乃是最柔顺的卦象之一，寓意地德载物，顺势而为。君子观此卦象，取法于地，以厚德载物为要义。在占卜中，坤卦预示着前去旅行会先迷失，后来找到正确的方向，吉利的征兆。西南行会得到朋友，而东北行会失去朋友。安贞问卦则是大吉之兆。""
interpretation: ""坤卦为柔顺之卦，代表大地的气息。在人生各个领域，坤卦预示着顺从运势，以静制动为宜。宜顺从运势，以静制动，不宜急进冒险，而应当充分发挥包容、顺从、匡扶的大德，追求事业成功，积蓄养德，以直率、方正、含蓄为原则，不得贪功自傲，持之以恒，谋求事业的成功。同时，需要小心谨言慎行，尤其不可单枪匹马，独断专行。取得朋友的关心和支持是非常重要的。经商方面，机遇不是很好，要以稳健为妥，遇到挫折务必即时总结经验。在求名方面，积极踏实，埋头苦干，也能获得吉祥。婚姻方面，以柔克刚，坤卦预示美好的姻缘，白头偕老。""

source: ""《断易天机》、北宋易学家邵雍、台湾国学大儒傅佩荣解、传统解卦"
"周易中的""坤卦含义是什么？","""坤卦""
summary: ""坤卦，是《周易》八卦之一，由两个坤卦相叠而成。它象征大地，代表顺从和包容。乃是最柔顺的卦象之一，寓意地德载物，顺势而为。君子观此卦象，取法于地，以厚德载物为要义。在占卜中，坤卦预示着前去旅行会先迷失，后来找到正确的方向，吉利的征兆。西南行会得到朋友，而东北行会失去朋友。安贞问卦则是大吉之兆。""
interpretation: ""坤卦为柔顺之卦，代表大地的气息。在人生各个领域，坤卦预示着顺从运势，以静制动为宜。宜顺从运势，以静制动，不宜急进冒险，而应当充分发挥包容、顺从、匡扶的大德，追求事业成功，积蓄养德，以直率、方正、含蓄为原则，不得贪功自傲，持之以恒，谋求事业的成功。同时，需要小心谨言慎行，尤其不可单枪匹马，独断专行。取得朋友的关心和支持是非常重要的。经商方面，机遇不是很好，要以稳健为妥，遇到挫折务必即时总结经验。在求名方面，积极踏实，埋头苦干，也能获得吉祥。婚姻方面，以柔克刚，坤卦预示美好的姻缘，白头偕老。""

source: ""《断易天机》、北宋易学家邵雍、台湾国学大儒傅佩荣解、传统解卦"
